play_uuid,gameId,playId,ballCarrierId,ballCarrierDisplayName,playDescription,quarter,down,yardsToGo,possessionTeam,defensiveTeam,yardlineSide,yardlineNumber,gameClock,preSnapHomeScore,preSnapVisitorScore,passResult,passLength,penaltyYards,prePenaltyPlayResult,playResult,playNullifiedByPenalty,absoluteYardlineNumber,offenseFormation,defendersInTheBox,passProbability,preSnapHomeTeamWinProbability,preSnapVisitorTeamWinProbability,homeTeamWinProbabilityAdded,visitorTeamWinProbilityAdded,expectedPoints,expectedPointsAdded,foulName1,foulName2,foulNFLId1,foulNFLId2,converted,blocked,playType,ballDirection,timestamp,cumulativeOverall_O,cumulativeOverall_D,cumulativeOverall_P,cumulativePerFormation_O,cumulativePerFormation_D,cumulativePerFormation_P,cumulativePerBoxCt_O,cumulativePerBoxCt_D,cumulativePerBoxCt_P
2022100204.99,2022100204,99,43293,Ezekiel Elliott,(14:20) (Shotgun) C.Rush pass short left to E.Elliott to WAS 39 for 31 yards (K.Curl).,1,3,5,DAL,WSH,DAL,30,14:20,0,0,C,-3.0,,31,31,N,80,SHOTGUN,6.0,0.984275281,0.558474023,0.441525977,0.080125857,-0.080125857,0.100871047,3.541699666,,,,,1,0,pass,left,2022-10-02 13:04:21.500000,0.3582089552238806,0.6299212598425197,0.18604651162790697,0.43137254901960786,0.6140350877192983,0.1,0.37777777777777777,0.5903614457831325,0.18181818181818182
2022100205.1285,2022100205,1285,39987,Geno Smith,(12:07) (No Huddle) G.Smith right tackle to DET 49 for 2 yards (M.Rodriguez; M.Brockers).,2,3,1,SEA,DET,SEA,49,12:07,9,14,,,,2,2,N,61,SINGLEBACK,8.0,0.351473689,0.334815986,0.665184014,-0.001141295,0.001141295,1.998397899,0.54935662,,,,,1,0,not_pass,right,2022-10-02 13:53:04.799999,0.38738738738738737,0.5521472392638037,0.5,0.3404255319148936,0.59375,0.0,0.4444444444444444,0.4666666666666667,0.0
2022100205.1518,2022100205,1518,48680,Tom Kennedy,(7:58) (Shotgun) J.Goff pass short right to T.Kennedy pushed ob at DET 30 for 9 yards (C.Bryant).,2,3,5,DET,SEA,DET,21,7:58,9,17,C,6.0,,9,9,N,31,SHOTGUN,5.0,0.971966207,0.29836477,0.70163523,0.043938302,-0.043938302,0.165372586,1.650953827,,,,,1,0,pass,right,2022-10-02 14:02:41.299999,0.36538461538461536,0.6089743589743589,0.0,0.44,0.5510204081632653,0.0,0.5,0.45454545454545453,0.0
2022100205.158,2022100205,158,46096,Rashaad Penny,(12:30) (Shotgun) G.Smith pass short left to R.Penny pushed ob at SEA 48 for 6 yards (A.Anzalone).,1,3,3,SEA,DET,SEA,42,12:30,0,0,C,1.0,,6,6,N,52,SHOTGUN,5.0,0.9349823,0.547776397,0.452223603,-0.02616857,0.02616857,1.330873107,1.546092612,,,,,1,0,pass,left,2022-10-02 13:05:58.700000,0.36363636363636365,0.5629139072847682,0.29411764705882354,0.4444444444444444,0.5454545454545454,0.5,0.42857142857142855,0.42857142857142855,0.0
2022100205.2335,2022100205,2335,44947,Jamaal Williams,(13:42) (Shotgun) Ja.Williams up the middle to DET 36 for 4 yards (J.Brooks; Q.Diggs).,3,3,3,DET,SEA,DET,32,13:42,15,31,,,,4,4,N,42,SHOTGUN,6.0,0.845039129,0.11407942,0.88592058,0.040339004,-0.040339004,0.62441359,1.474423167,,,,,1,0,not_pass,middle,2022-10-02 14:49:46.099999,0.36470588235294116,0.611764705882353,0.23728813559322035,0.45454545454545453,0.5370370370370371,0.2,0.38,0.6470588235294118,0.2
2022100205.2554,2022100205,2554,47847,DK Metcalf,(8:20) (Shotgun) G.Smith pass short right to D.Metcalf to DET 21 for 5 yards (K.Joseph).,3,3,10,SEA,DET,DET,26,8:20,15,31,C,5.0,,5,5,N,36,SHOTGUN,7.0,0.952498198,0.068394152,0.931605848,0.008301407,-0.008301407,3.486467906,-0.862253473,,,,,0,1,pass,right,2022-10-02 14:58:29.400000,0.4083333333333333,0.5406976744186046,0.5714285714285714,0.45714285714285713,0.5420560747663551,0.5,0.28205128205128205,0.6346153846153846,0.3333333333333333
2022100205.256,2022100205,256,39987,Geno Smith,(11:11) (Shotgun) G.Smith scrambles left end pushed ob at DET 32 for 17 yards (C.Board).,1,3,7,SEA,DET,DET,49,11:11,0,0,R,,,17,17,N,61,SHOTGUN,5.0,0.992037296,0.546863846,0.453136154,-0.080819815,0.080819815,1.627267149,2.480732959,,,,,1,0,not_pass,left,2022-10-02 13:08:44.000000,0.36633663366336633,0.5620915032679739,0.25,0.4482758620689655,0.5445544554455446,0.0,0.4666666666666667,0.375,0.0
2022100205.2939,2022100205,2939,47847,DK Metcalf,"(2:29) (No Huddle, Shotgun) G.Smith pass short right to D.Metcalf to DET 30 for 9 yards (A.Oruwariye).",3,3,4,SEA,DET,DET,39,2:29,23,31,C,8.0,,9,9,N,49,SHOTGUN,6.0,0.946040154,0.152261473,0.847738527,-0.021516722,0.021516722,2.377139069,1.764782722,,,,,1,0,pass,right,2022-10-02 15:18:33.099999,0.4,0.5480225988700564,0.5333333333333333,0.42105263157894735,0.5545454545454546,0.4,0.4375,0.5061728395061729,0.5
2022100205.3078,2022100205,3078,46096,Rashaad Penny,"(:40) (Shotgun) R.Penny up the middle for 36 yards, TOUCHDOWN.",3,3,16,SEA,DET,DET,36,0:40,23,31,,,,36,36,N,46,SHOTGUN,6.0,0.877498209,0.15510663,0.84489337,-0.075058017,0.075058017,1.822224743,5.177775257,,,,,1,0,not_pass,middle,2022-10-02 15:25:56.900000,0.4015748031496063,0.547486033519553,0.3170731707317073,0.4358974358974359,0.5495495495495496,0.6,0.4489795918367347,0.5,0.3076923076923077
2022100205.4002,2022100205,4002,42412,Tyler Lockett,(3:44) (Shotgun) G.Smith pass short left to T.Lockett to DET 46 for 11 yards (K.Joseph).,4,3,2,SEA,DET,SEA,43,3:44,38,41,C,7.0,,11,11,N,53,SHOTGUN,6.0,0.65228653,0.233874999,0.766125001,-0.072641142,0.072641142,1.023243643,1.494822414,,,,,1,0,pass,left,2022-10-02 16:04:14.299999,0.4,0.5508021390374331,0.4375,0.4523809523809524,0.543859649122807,0.5714285714285714,0.4528301886792453,0.5,0.4
2022100205.4072,2022100205,4072,46096,Rashaad Penny,"(2:22) (Shotgun) R.Penny right end for 41 yards, TOUCHDOWN.",4,3,5,SEA,DET,DET,41,2:22,38,41,,,,41,41,N,69,SHOTGUN,7.0,0.858958304,0.145168282,0.854831718,-0.112739637,0.112739637,2.268413343,4.731586657,,,,,1,0,not_pass,right,2022-10-02 16:08:05.500000,0.40145985401459855,0.5502645502645502,0.3111111111111111,0.46511627906976744,0.5391304347826087,0.5714285714285714,0.2608695652173913,0.6610169491525424,0.25
2022100205.4341,2022100205,4341,47791,T.J. Hockenson,"(1:38) (Shotgun) J.Goff pass short middle to T.Hockenson to SEA 2 for 24 yards (Q.Diggs, C.Bryant).",4,3,9,DET,SEA,SEA,26,1:38,38,48,C,4.0,,24,24,N,36,SHOTGUN,5.0,0.98127234,0.047098985,0.952901015,0.063070962,-0.063070962,2.77917273,3.349856307,,,,,1,0,pass,middle,2022-10-02 16:20:54.500000,0.3763440860215054,0.6021505376344086,0.6,0.47761194029850745,0.5151515151515151,0.6,0.5454545454545454,0.4375,0.0
2022100205.4513,2022100205,4513,46096,Rashaad Penny,(:58) R.Penny left tackle to DET 34 for 7 yards (I.Buggs).,4,3,5,SEA,DET,DET,41,0:58,45,48,,,,7,7,N,69,SINGLEBACK,8.0,0.071381703,0.045269944,0.954730056,-0.032465015,0.032465015,1.826334661,0.301829803,,,,,1,0,not_pass,left,2022-10-02 16:28:52.400000,0.4,0.5520833333333334,0.3125,0.3389830508474576,0.6136363636363636,0.30303030303030304,0.4,0.5238095238095238,0.3333333333333333
2022100206.1386,2022100206,1386,44856,Gerald Everett,(7:30) (Shotgun) J.Herbert pass short middle to G.Everett to HST 22 for 14 yards (J.Pitre).,2,3,3,LAC,HOU,HOU,36,7:30,7,21,C,13.0,,14,14,N,74,SHOTGUN,6.0,0.874032021,0.052409631,0.947590369,-0.002981367,0.002981367,2.763146854,1.658774279,,,,,1,0,pass,middle,2022-10-02 14:05:43.099999,0.33766233766233766,0.591715976331361,0.4,0.3684210526315789,0.5857142857142857,0.375,0.34523809523809523,0.5978260869565217,0.5
2022100206.1490,2022100206,1490,45573,Austin Ekeler,"(5:21) (Shotgun) J.Herbert pass short left to A.Ekeler to HST 5 for 6 yards (C.Kirksey, J.Reeves-Maybin).",2,3,11,LAC,HOU,HOU,11,5:21,7,21,C,3.0,,6,6,N,99,SHOTGUN,5.0,0.956731319,0.052958522,0.947041478,0.00232188,-0.00232188,3.520461789,-0.623764936,,,,,0,1,pass,left,2022-10-02 14:08:27.299999,0.34394904458598724,0.5872093023255814,0.22413793103448276,0.3717948717948718,0.5833333333333334,0.27586206896551724,0.46153846153846156,0.4666666666666667,0.25
2022100206.1890,2022100206,1890,53244,Michael Bandy,(:29) (Shotgun) J.Herbert pass deep left to M.Bandy to HST 14 for 25 yards (J.Owens).,2,3,5,LAC,HOU,HOU,39,0:29,7,24,C,21.0,,25,25,N,71,SHOTGUN,6.0,0.879289091,0.037310022,0.962689978,-0.004489602,0.004489602,2.218259818,1.384319802,,,,,1,0,pass,left,2022-10-02 14:23:54.900000,0.33962264150943394,0.5919540229885057,0.0,0.3670886075949367,0.589041095890411,0.0,0.3448275862068966,0.6,0.0
2022100206.2221,2022100206,2221,40138,Rex Burkhead,(12:07) (Shotgun) D.Mills pass short right to R.Burkhead to HST 41 for 9 yards (D.Tranquill).,3,3,5,HOU,LAC,HOU,32,12:07,7,27,C,1.0,,9,9,N,42,EMPTY,5.0,0.959299386,0.038277414,0.961722586,0.00526777,-0.00526777,0.470971701,1.875247183,,,,,1,0,pass,right,2022-10-02 14:47:20.599999,0.2980132450331126,0.6274509803921569,0.03333333333333333,0.23076923076923078,0.3333333333333333,0.0,0.2777777777777778,0.3333333333333333,0.0
2022100206.2678,2022100206,2678,41246,Brandin Cooks,(3:31) (Shotgun) D.Mills pass deep right to B.Cooks to LAC 46 for 20 yards (N.Adderley).,3,3,7,HOU,LAC,HOU,34,3:31,7,27,C,19.0,,20,20,N,44,SHOTGUN,5.0,0.984111547,0.018591897,0.981408103,0.016031755,-0.016031755,0.406667881,2.652995254,,,,,1,0,pass,right,2022-10-02 15:05:09.900000,0.30128205128205127,0.6265822784810127,0.5625,0.30434782608695654,0.62,0.3333333333333333,0.3157894736842105,0.3181818181818182,0.0
2022100206.2862,2022100206,2862,46100,Sony Michel,(15:00) (Shotgun) J.Herbert pass short right to S.Michel to LAC 37 for 6 yards (K.Grugier-Hill).,4,3,4,LAC,HOU,LAC,31,15:00,14,27,C,-4.0,,6,6,N,41,SHOTGUN,6.0,0.941324413,0.053541059,0.946458941,-0.013875035,0.013875035,0.306905865,1.57668485,,,,,1,0,pass,right,2022-10-02 15:15:49.200000,0.3374233128834356,0.5955056179775281,0.1111111111111111,0.375,0.581081081081081,0.0,0.34444444444444444,0.6020408163265306,0.0
2022100206.3062,2022100206,3062,40138,Rex Burkhead,(11:38) (Shotgun) D.Mills pass short middle to R.Burkhead to HST 24 for 13 yards (K.Van Noy) [D.Tranquill].,4,3,6,HOU,LAC,HOU,11,11:38,14,27,C,-2.0,,13,13,N,99,SHOTGUN,4.0,0.980766296,0.049236002,0.950763998,0.003877315,-0.003877315,-0.73060868,1.799687183,,,,,1,0,pass,middle,2022-10-02 15:23:49.400000,0.30434782608695654,0.6257668711656442,0.09375,0.323943661971831,0.6078431372549019,0.14285714285714285,0.5,0.0,0.0
2022100206.383,2022100206,383,41246,Brandin Cooks,"(9:15) (Shotgun) D.Mills pass deep left to B.Cooks to LAC 22 for 22 yards (B.Callahan). PENALTY on HST-K.Green, Offensive Holding, 10 yards, enforced at LAC 44 - No Play.",1,3,11,HOU,LAC,LAC,44,9:15,0,7,C,21.0,-10.0,22,-10,Y,66,SHOTGUN,5.0,,0.263278266,0.736721734,-0.015549075,0.015549075,1.007557871,-0.658221561,Offensive Holding,,54480.0,,0,1,pass,left,2022-10-02 13:16:29.500000,0.29850746268656714,0.6176470588235294,0.6363636363636364,0.3103448275862069,0.6067415730337079,0.4,0.3333333333333333,0.2222222222222222,0.0
2022100206.614,2022100206,614,41246,Brandin Cooks,(5:12) (Shotgun) D.Mills pass short left to B.Cooks to HST 44 for 7 yards (B.Callahan).,1,3,3,HOU,LAC,HOU,37,5:12,0,7,C,5.0,,7,7,N,47,SHOTGUN,6.0,0.865050912,0.255869906,0.744130094,0.039745374,-0.039745374,0.71464809,1.629107095,,,,,1,0,pass,left,2022-10-02 13:27:36.799999,0.291970802919708,0.6258992805755396,0.5833333333333334,0.3,0.6153846153846154,0.3333333333333333,0.2786885245901639,0.6363636363636364,0.4
2022100206.742,2022100206,742,40138,Rex Burkhead,"(3:01) (Shotgun) D.Mills pass short middle to R.Burkhead to LAC 28 for 6 yards (D.Tranquill, A.Gilman).",1,3,10,HOU,LAC,LAC,34,3:01,0,7,C,-4.0,,6,6,N,76,SHOTGUN,5.0,0.974967182,0.296460729,0.703539271,-0.011979995,0.011979995,2.627999569,-0.590627989,,,,,0,1,pass,middle,2022-10-02 13:31:20.500000,0.3,0.6197183098591549,0.034482758620689655,0.3064516129032258,0.6129032258064516,0.08333333333333333,0.29411764705882354,0.3,0.0
2022100206.832,2022100206,832,42794,DeAndre Carter,"(1:38) (Shotgun) J.Herbert pass short right to D.Carter to HST 46 for 14 yards (S.Nelson, J.Pitre).",1,3,6,LAC,HOU,LAC,40,1:38,0,7,C,11.0,,14,14,N,70,SHOTGUN,6.0,0.978360653,0.211278647,0.788721353,-0.040600352,0.040600352,1.238442624,2.034546739,,,,,1,0,pass,right,2022-10-02 13:36:05.599999,0.3142857142857143,0.6064516129032258,0.75,0.3611111111111111,0.5909090909090909,0.8333333333333334,0.30666666666666664,0.6265060240963856,0.8
2022100207.1202,2022100207,1202,54483,Treylon Burks,(11:17) T.Burks right end to IND 29 for 4 yards (B.Okereke).,2,3,1,TEN,IND,IND,33,11:17,3,14,,,,4,4,N,77,SINGLEBACK,7.0,0.386641711,0.211093128,0.788906872,-0.017480496,0.017480496,3.265990903,0.630554625,,,,,1,0,not_pass,right,2022-10-02 13:53:38.599999,0.34265734265734266,0.6455696202531646,0.7777777777777778,0.2903225806451613,0.6666666666666666,0.75,0.44680851063829785,0.625,0.6666666666666666
2022100207.141,2022100207,141,53556,Kylen Granson,(13:04) (Shotgun) M.Ryan pass short left to K.Granson to IND 48 for 14 yards (R.McCreary).,1,3,12,IND,TEN,IND,34,13:04,0,0,C,5.0,,14,14,N,44,SHOTGUN,7.0,0.983087957,0.609469909,0.390530091,0.067761671,-0.067761671,-0.120669611,2.997058903,,,,,1,0,pass,left,2022-10-02 13:05:55.799999,0.35172413793103446,0.6142857142857143,0.14285714285714285,0.34782608695652173,0.6621621621621622,0.14285714285714285,0.3888888888888889,0.5833333333333334,0.0
2022100207.1562,2022100207,1562,47842,Parris Campbell,"(6:17) (Shotgun) M.Ryan pass short middle to P.Campbell to TEN 49 for 18 yards (A.Adams) [R.Weaver]. Penalty on TEN-R.McCreary, Defensive Holding, declined.",2,3,2,IND,TEN,IND,33,6:17,3,24,C,11.0,0.0,18,18,N,77,SHOTGUN,6.0,0.803207994,0.090779617,0.909220383,0.023513339,-0.023513339,1.265484,1.717376003,Defensive Holding,,54500.0,,1,0,pass,middle,2022-10-02 14:11:59.299999,0.3522012578616352,0.6168831168831169,0.6666666666666666,0.3557692307692308,0.6511627906976745,0.6666666666666666,0.3258426966292135,0.6265060240963856,0.5
2022100207.1647,2022100207,1647,52449,Jonathan Taylor,(4:39) (Shotgun) J.Taylor right guard to TEN 38 for 3 yards (K.Strong).,2,3,2,IND,TEN,TEN,41,4:39,3,24,,,,3,3,N,51,SHOTGUN,6.0,0.796319723,0.109708801,0.890291199,0.004923038,-0.004923038,2.945947956,0.444400745,,,,,1,0,not_pass,right,2022-10-02 14:14:01.200000,0.35185185185185186,0.6178343949044586,0.22077922077922077,0.35514018691588783,0.651685393258427,0.20454545454545456,0.32608695652173914,0.627906976744186,0.2127659574468085
2022100207.1873,2022100207,1873,39989,Robert Woods,(1:54) (Shotgun) R.Tannehill pass short left to R.Woods to TEN 44 for 10 yards (Z.Franklin).,2,3,2,TEN,IND,TEN,34,1:54,10,24,C,5.0,,10,10,N,44,SHOTGUN,6.0,0.766273379,0.147932854,0.852067146,-0.016897507,0.016897507,0.847912771,1.362706837,,,,,1,0,pass,left,2022-10-02 14:24:34.500000,0.34210526315789475,0.6467065868263473,0.6666666666666666,0.39655172413793105,0.6025641025641025,0.7142857142857143,0.288135593220339,0.6666666666666666,0.5
2022100207.2214,2022100207,2214,46506,Dontrell Hilliard,(13:10) (Shotgun) R.Tannehill pass short right to D.Hilliard to TEN 18 for 8 yards (R.McLeod).,3,3,24,TEN,IND,TEN,10,13:10,10,24,C,-6.0,,8,8,N,20,SHOTGUN,4.0,0.661634982,0.179229733,0.820770267,0.008514091,-0.008514091,-2.076713069,-0.465497881,,,,,0,1,pass,right,2022-10-02 14:46:41.099999,0.34394904458598724,0.6453488372093024,0.2727272727272727,0.39344262295081966,0.6049382716049383,0.3333333333333333,0.5,0.4,0.5
2022100207.2309,2022100207,2309,54518,Alec Pierce,(11:18) (Shotgun) M.Ryan pass deep left to A.Pierce to TEN 35 for 25 yards (T.Mitchell).,3,3,3,IND,TEN,IND,40,11:18,10,24,C,23.0,,25,25,N,70,SHOTGUN,6.0,0.880725741,0.174815308,0.825184692,0.05609858,-0.05609858,1.206033093,2.740006451,,,,,1,0,pass,left,2022-10-02 14:51:33.599999,0.35119047619047616,0.6196319018404908,1.0,0.36036036036036034,0.6451612903225806,1.0,0.32989690721649484,0.6263736263736264,1.0
2022100207.2684,2022100207,2684,48118,Ashton Dulin,(4:33) (Shotgun) M.Ryan pass short left to A.Dulin to TEN 45 for 8 yards (J.Kalu; D.Long).,3,3,4,IND,TEN,IND,47,4:33,17,24,C,4.0,,8,8,N,63,SHOTGUN,6.0,0.956242979,0.318277303,0.681722697,0.062231753,-0.062231753,1.527785853,1.712593746,,,,,1,0,pass,left,2022-10-02 15:07:30.700000,0.36363636363636365,0.6081871345029239,0.5555555555555556,0.3684210526315789,0.6354166666666666,0.7142857142857143,0.33980582524271846,0.6185567010309279,0.7142857142857143
2022100207.2753,2022100207,2753,48118,Ashton Dulin,(2:38) (Shotgun) M.Ryan pass short right to A.Dulin to TEN 34 for 10 yards (R.McCreary).,3,3,9,IND,TEN,TEN,44,2:38,17,24,C,8.0,,10,10,N,54,SHOTGUN,6.0,0.984673381,0.306792986,0.693207014,0.103818357,-0.103818357,1.671741534,2.274490707,,,,,1,0,pass,right,2022-10-02 15:09:26.099999,0.36312849162011174,0.6091954022988506,0.6,0.3706896551724138,0.6326530612244898,0.75,0.33962264150943394,0.62,0.75
2022100207.2827,2022100207,2827,44792,Mo Alie-Cox,(:31) (Shotgun) M.Ryan pass short right to M.Alie-Cox to TEN 39 for 10 yards (K.Byard).,3,3,25,IND,TEN,TEN,49,0:31,17,24,C,3.0,,10,10,N,59,SHOTGUN,6.0,0.957721412,0.254058853,0.745941147,-0.017908476,0.017908476,0.725312033,-1.051574987,,,,,0,1,pass,right,2022-10-02 15:11:33.500000,0.36464088397790057,0.6079545454545454,0.5,0.3728813559322034,0.63,0.4,0.3425925925925926,0.6176470588235294,0.5
2022100207.2933,2022100207,2933,38538,Ryan Tannehill,(13:31) (Shotgun) R.Tannehill scrambles up the middle to TEN 28 for 3 yards (Z.Franklin). IND-T.Lewis was injured during the play. TEN-T.Burks was injured during the play. He is Out.,4,3,5,TEN,IND,TEN,25,13:31,17,24,R,,,3,3,N,85,EMPTY,4.0,0.973271787,0.2308814,0.7691186,0.027645465,-0.027645465,0.137271853,-1.269623758,,,,,0,1,not_pass,middle,2022-10-02 15:19:30.500000,0.3333333333333333,0.655367231638418,0.6666666666666666,0.5714285714285714,0.6,0.0,0.3333333333333333,0.5,0.0
2022100207.3048,2022100207,3048,54518,Alec Pierce,(10:54) (Shotgun) M.Ryan pass short middle to A.Pierce to TEN 33 for 5 yards (C.Farley).,4,3,4,IND,TEN,TEN,38,10:54,17,24,C,3.0,,5,5,N,72,SHOTGUN,6.0,0.945473611,0.276089288,0.723910712,0.061924271,-0.061924271,2.434901721,1.424109952,,,,,1,0,pass,middle,2022-10-02 15:25:46.500000,0.3621621621621622,0.6111111111111112,0.8,0.371900826446281,0.6310679611650486,0.8,0.34234234234234234,0.6190476190476191,1.0
2022100207.3117,2022100207,3117,52449,Jonathan Taylor,"(8:49) J.Taylor right guard to TEN 23 for 1 yard (J.Schobert). FUMBLES (J.Schobert), RECOVERED by TEN-K.Fulton at TEN 22.",4,3,1,IND,TEN,TEN,24,8:49,17,24,,,,1,2,N,86,SINGLEBACK,8.0,0.356837779,0.338770151,0.661229849,-0.191695604,0.191695604,4.172272885,-5.192948945,,,,,1,0,not_pass,right,2022-10-02 15:27:48.500000,0.3617021276595745,0.6120218579234973,0.2159090909090909,0.3469387755102041,0.574468085106383,0.22857142857142856,0.18181818181818182,1.0,0.0
2022100207.3515,2022100207,3515,54608,Chigoziem Okonkwo,(1:49) D.Radunz reported in as eligible.  R.Tannehill pass short right to C.Okonkwo to IND 46 for 7 yards (K.Moore).,4,3,4,TEN,IND,TEN,47,1:49,17,24,C,5.0,,7,7,N,63,I_FORM,8.0,0.048914347,0.015120408,0.984879592,-0.007631114,0.007631114,1.224927072,0.105698599,,,,,1,0,pass,right,2022-10-02 15:48:18.400000,0.3254437869822485,0.6630434782608695,0.75,0.2692307692307692,0.7666666666666667,1.0,0.2222222222222222,0.75,1.0
2022100207.392,2022100207,392,38538,Ryan Tannehill,(9:25) (Shotgun) R.Tannehill scrambles up the middle to IND 19 for 9 yards (K.Moore).,1,3,6,TEN,IND,IND,28,9:25,0,0,R,,,9,9,N,38,SHOTGUN,6.0,0.975061357,0.590756189,0.409243811,-0.058268223,0.058268223,3.412806106,1.398348902,,,,,1,0,not_pass,middle,2022-10-02 13:15:58.400000,0.3181818181818182,0.6666666666666666,0.6,0.35294117647058826,0.6338028169014085,1.0,0.2545454545454545,0.6901408450704225,1.0
2022100207.633,2022100207,633,43370,Austin Hooper,"(5:49) (Shotgun) R.Tannehill pass short left to A.Hooper to TEN 36 for 4 yards (B.Facyson, Z.Franklin).",1,3,3,TEN,IND,TEN,32,5:49,0,7,C,3.0,,4,4,N,78,SHOTGUN,7.0,0.881088912,0.393804669,0.606195331,-0.019685008,0.019685008,0.681425464,1.400413988,,,,,1,0,pass,left,2022-10-02 13:28:04.900000,0.3235294117647059,0.6622516556291391,0.5,0.36538461538461536,0.625,0.3333333333333333,0.40476190476190477,0.6666666666666666,0.5
2022100208.1107,2022100208,1107,53646,Khalil Herbert,(10:22) (Shotgun) J.Fields pass short middle to K.Herbert to NYG 27 for 24 yards (X.McKinney; M.McFadden).,2,3,20,CHI,NYG,CHI,49,10:22,7,6,C,-2.0,,24,24,N,59,SHOTGUN,6.0,0.912637234,0.596675292,0.403324708,-0.10309485,0.10309485,0.503651869,3.633689248,,,,,1,0,pass,middle,2022-10-02 13:53:00.500000,0.3435114503816794,0.6394557823129252,0.2727272727272727,0.3384615384615385,0.6041666666666666,0.26666666666666666,0.45454545454545453,0.6170212765957447,0.29411764705882354
2022100208.1303,2022100208,1303,46071,Saquon Barkley,(6:45) (Shotgun) D.Jones pass short right to S.Barkley to CHI 12 for 15 yards (Ja.Jones).,2,3,9,NYG,CHI,CHI,27,6:45,7,6,C,-8.0,,15,15,N,37,SHOTGUN,5.0,0.982244313,0.677151989,0.322848011,0.027673215,-0.027673215,3.292860323,1.735102424,,,,,1,0,pass,right,2022-10-02 13:58:55.799999,0.3575757575757576,0.6319018404907976,0.21052631578947367,0.31645569620253167,0.6056338028169014,0.07692307692307693,0.4,0.7,0.14285714285714285
2022100208.1587,2022100208,1587,53440,Justin Fields,(3:11) (Shotgun) J.Fields scrambles right guard to NYG 23 for 12 yards (T.Crowder). NYG-H.Mondeaux was injured during the play.,2,3,10,CHI,NYG,NYG,35,3:11,14,6,R,,,12,12,N,75,SHOTGUN,6.0,0.97341907,0.731783874,0.268216126,-0.030757312,0.030757312,2.555619612,1.38996474,,,,,1,0,not_pass,right,2022-10-02 14:12:58.500000,0.34328358208955223,0.64,0.5238095238095238,0.34328358208955223,0.6,0.5625,0.4642857142857143,0.6041666666666666,0.4444444444444444
2022100208.1684,2022100208,1684,52451,Cole Kmet,"(2:00) (Shotgun) J.Fields pass short left to C.Kmet to NYG 22 for 6 yards (T.Crowder, D.Lawrence).",2,3,15,CHI,NYG,NYG,28,2:00,14,6,C,0.0,,6,6,N,82,SHOTGUN,5.0,0.967581093,0.731459912,0.268540088,0.002853114,-0.002853114,2.608089847,-0.253102152,,,,,0,1,pass,left,2022-10-02 14:19:58.099999,0.34558823529411764,0.6381578947368421,1.0,0.35294117647058826,0.5882352941176471,1.0,0.25,0.7,0.0
2022100208.1874,2022100208,1874,48489,David Sills,(:50) (Shotgun) D.Jones pass short right to D.Sills to NYG 43 for 5 yards (K.Vildor; J.Brisker).,2,3,6,NYG,CHI,NYG,38,0:50,14,9,C,4.0,,5,5,N,72,SHOTGUN,6.0,0.949795246,0.730737694,0.269262306,-0.015095811,0.015095811,0.689735026,-0.650125813,,,,,0,1,pass,right,2022-10-02 14:26:31.099999,0.3588235294117647,0.6309523809523809,0.75,0.3170731707317073,0.6081081081081081,0.6666666666666666,0.35294117647058826,0.6235294117647059,1.0
2022100208.2106,2022100208,2106,52581,Darnell Mooney,(13:06) (Shotgun) J.Fields pass deep right to D.Mooney to NYG 33 for 18 yards (D.Belton).,3,3,9,CHI,NYG,CHI,49,13:06,14,9,C,18.0,,18,18,N,61,SHOTGUN,6.0,0.985628247,0.686295275,0.313704725,-0.078724116,0.078724116,1.39526685,2.702136155,,,,,1,0,pass,right,2022-10-02 14:46:49.900000,0.3404255319148936,0.643312101910828,0.5,0.34782608695652173,0.5961538461538461,0.0,0.46551724137931033,0.6,0.4
2022100208.2194,2022100208,2194,52451,Cole Kmet,(11:40) (Shotgun) J.Fields pass short middle to C.Kmet to NYG 17 for -3 yards (J.Smith).,3,3,6,CHI,NYG,NYG,14,11:40,14,9,C,-3.0,,-3,-3,N,24,EMPTY,6.0,0.97942549,0.606632043,0.393367957,0.047302801,-0.047302801,4.099555575,-1.386848754,,,,,0,1,pass,middle,2022-10-02 14:48:48.500000,0.34965034965034963,0.6352201257861635,0.75,0.2,0.625,0.0,0.48333333333333334,0.5769230769230769,1.0
2022100208.2359,2022100208,2359,46309,Richie James,(8:59) (Shotgun) D.Jones pass short left to R.James to NYG 25 for 9 yards (R.Smith).,3,3,7,NYG,CHI,NYG,16,8:59,14,12,C,9.0,,9,9,N,26,SHOTGUN,6.0,0.984315455,0.612887446,0.387112554,0.055544097,-0.055544097,-0.828971575,2.22032175,,,,,1,0,pass,left,2022-10-02 14:55:30.900000,0.3567251461988304,0.6331360946745562,0.4375,0.3132530120481928,0.6133333333333333,0.38461538461538464,0.34782608695652173,0.627906976744186,0.625
